Date	Time	ms	ID1_SUN1_X	ID1_SUN1_Y	ID1_SUN2_X	ID1_SUN2_Y	ID1_SUN3_X	ID1_SUN3_Y	ID1_ADC_RTC_S	ID1_ADC_RTC_SS	ID1_MagTl_X	ID1_MagTl_Y	ID1_MagTl_Z
13.08.2017	12:29:37	660	101	117	-32768	-32768	-32768	-32768	1502627357	10	-4752	25599	-32885
13.08.2017	12:29:48	408	99	117	-32768	-32768	-32768	-32768	1502627367	197	-4813	25646	-32869
13.08.2017	12:29:49	148	100	118	-32768	-32768	-32768	-32768	1502627368	134	-4813	25646	-32869
13.08.2017	12:29:49	887	100	118	-32768	-32768	-32768	-32768	1502627369	67	-4727	25512	-32893
13.08.2017	12:29:52	317	99	118	-32768	-32768	-32768	-32768	1502627371	171	-4350	25335	-32585
13.08.2017	12:29:54	749	98	117	-32768	-32768	-32768	-32768	1502627374	29	-4745	25510	-33013
13.08.2017	12:30:02	179	97	118	-32768	-32768	-32768	-32768	1502627381	141	-4777	25404	-33072
13.08.2017	12:30:11	250	97	119	-32768	-32768	-32768	-32768	1502627390	160	-5088	25500	-33115
13.08.2017	12:30:11	988	97	119	-32768	-32768	-32768	-32768	1502627391	93	-5044	25618	-33447
13.08.2017	12:30:19	912	97	119	-32768	-32768	-32768	-32768	1502627398	198	-5051	25408	-33631
13.08.2017	12:30:20	651	96	119	-32768	-32768	-32768	-32768	1502627400	1	-4866	25407	-33463
13.08.2017	12:30:28	63	96	120	-32768	-32768	-32768	-32768	1502627407	109	-4639	25084	-33252
13.08.2017	12:30:43	777	93	122	-32768	-32768	-32768	66	1502627423	33	-5160	25271	-33804
13.08.2017	14:05:40	720	120	-32768	-32768	-32768	127	58	1502633119	98	1434	29086	-30219
13.08.2017	14:05:51	521	118	-32768	-32768	-32768	125	57	1502633130	46	1508	29238	-30577
13.08.2017	14:05:52	293	119	-32768	-32768	-32768	124	57	1502633130	242	1567	29229	-30580
13.08.2017	14:05:58	573	117	-32768	-32768	-32768	123	56	1502633136	187	1648	29185	-30538
13.08.2017	14:06:18	206	112	155	-32768	-32768	119	56	1502633156	93	1833	29019	-30811
13.08.2017	14:06:22	827	110	156	-32768	-32768	118	56	1502633160	246	1964	28943	-30901
13.08.2017	14:06:25	229	109	155	-32768	-32768	117	55	1502633163	226	1796	28924	-31154
13.08.2017	14:06:34	867	107	155	-32768	-32768	116	53	1502633173	2	1716	28888	-31201
13.08.2017	14:06:35	607	107	156	-32768	-32768	116	53	1502633174	69	2217	28856	-31124
13.08.2017	14:06:41	873	106	155	-32768	-32768	114	52	1502633180	2	1681	28926	-31300
13.08.2017	14:06:51	12	102	155	-32768	-32768	113	52	1502633189	166	1949	28881	-31530
13.08.2017	14:06:51	753	102	156	-32768	-32768	113	52	1502633190	105	1518	28968	-31646
13.08.2017	14:07:05	957	98	157	-32768	-32768	110	52	1502633204	158	1130	28748	-31640
13.08.2017	14:07:06	712	97	156	-32768	-32768	109	52	1502633205	94	1142	28950	-31992
14.08.2017	13:11:15	103	119	138	-32768	-32768	133	42	1502716243	80	-1167	29784	-29876
14.08.2017	13:11:32	582	118	144	-32768	-32768	129	43	1502716260	198	-2484	30320	-29668
14.08.2017	13:11:33	353	118	144	-32768	-32768	129	43	1502716261	144	-2484	30320	-29668
14.08.2017	13:11:37	415	117	145	-32768	-32768	129	45	1502716265	160	-2076	30007	-29358
14.08.2017	13:11:39	846	118	147	-32768	-32768	129	45	1502716268	14	-2678	30346	-29657
14.08.2017	13:11:48	969	116	147	-32768	-32768	127	47	1502716277	45	-3281	30519	-29566
14.08.2017	13:11:51	402	117	149	-32768	-32768	127	47	1502716279	150	-3223	30676	-29248
14.08.2017	13:11:53	836	116	149	-32768	-32768	126	47	1502716282	7	-3509	30679	-29388
14.08.2017	13:11:54	576	115	150	-32768	-32768	126	48	1502716282	198	-3627	30680	-29426
14.08.2017	13:11:55	315	115	150	-32768	-32768	126	48	1502716283	132	-3627	30680	-29426
14.08.2017	13:11:57	764	116	152	-32768	-32768	126	48	1502716285	244	-3816	30850	-29487
14.08.2017	13:11:58	520	116	152	-32768	-32768	126	48	1502716286	184	-3425	30360	-29051
14.08.2017	13:12:17	722	112	153	-32768	-32768	123	53	1502716305	232	-4567	30669	-28857
14.08.2017	13:12:18	446	112	153	-32768	-32768	123	53	1502716306	164	-4567	30669	-28857
14.08.2017	13:12:36	18	109	-32768	-32768	-32768	120	55	1502716324	56	-5492	31002	-28885
14.08.2017	13:12:38	450	108	-32768	-32768	-32768	120	56	1502716326	159	-5789	31408	-28836
14.08.2017	14:47:56	506	60	62	-32768	-32768	-32768	-32768	1502722043	251	-2625	24287	-34223
14.08.2017	14:48:15	692	59	60	-32768	-32768	-32768	-32768	1502722063	38	-2820	24513	-33995
14.08.2017	14:48:23	122	60	58	-32768	-32768	-32768	-32768	1502722070	151	-2898	24861	-34060
14.08.2017	14:48:27	168	60	58	-32768	-32768	-32768	-32768	1502722074	164	-2399	24607	-33714
14.08.2017	14:48:31	229	59	57	-32768	-32768	-32768	-32768	1502722078	176	-2953	24805	-34018
14.08.2017	14:48:37	494	59	56	-32768	-32768	-32768	-32768	1502722084	116	-2850	24980	-33775
14.08.2017	14:48:38	268	60	55	-32768	-32768	-32768	-32768	1502722085	191	-2828	25045	-33847
15.08.2017	10:40:28	316	125	91	-32768	-32768	-32768	-32768	1502793591	171	-1246	23881	-32997
15.08.2017	10:41:04	188	120	93	-32768	-32768	-32768	-32768	1502793627	137	-415	23638	-33789
15.08.2017	10:41:06	623	119	93	-32768	-32768	-32768	-32768	1502793629	242	-286	23829	-33891
15.08.2017	10:41:07	362	119	93	-32768	-32768	-32768	-32768	1502793630	175	-286	23829	-33891
15.08.2017	10:41:24	807	117	94	-32768	-32768	-32768	-32768	1502793648	39	-194	23555	-34205
15.08.2017	10:41:35	594	116	95	-32768	-32768	-32768	-32768	1502793658	235	-478	23113	-34259
15.08.2017	10:41:39	703	116	95	-32768	-32768	-32768	-32768	1502793663	9	160	23577	-34588
15.08.2017	10:41:40	444	116	95	-32768	-32768	-32768	-32768	1502793663	203	160	23577	-34588
15.08.2017	10:41:41	201	117	95	-32768	-32768	-32768	-32768	1502793664	135	-157	23608	-34926
15.08.2017	10:42:21	660	113	99	-32768	-32768	-32768	-32768	1502793704	123	9	23356	-35180
15.08.2017	12:16:14	485	120	62	-32768	-32768	-32768	-32768	1502799336	160	-2716	24976	-33000
15.08.2017	12:16:15	224	120	61	-32768	-32768	-32768	-32768	1502799337	224	-2581	25109	-33190
15.08.2017	12:16:19	381	121	60	-32768	-32768	-32768	-32768	1502799342	11	-2919	25188	-33280
15.08.2017	12:16:35	775	120	57	-32768	-32768	-32768	-32768	1502799357	239	-2607	25487	-33159
15.08.2017	12:16:44	883	120	57	-32768	-32768	-32768	-32768	1502799367	136	-2321	25830	-32893
15.08.2017	12:16:52	369	121	55	-32768	-32768	-32768	-32768	1502799375	4	-2074	25972	-32967
15.08.2017	12:16:54	785	120	56	-32768	-32768	-32768	-32768	1502799377	114	-2059	26021	-32884
15.08.2017	12:16:55	524	120	55	-32768	-32768	-32768	-32768	1502799378	48	-2056	26039	-32901
15.08.2017	12:17:01	277	120	54	-32768	-32768	-32768	-32768	1502799383	242	-1945	26159	-32787
15.08.2017	12:17:02	33	120	54	-32768	-32768	-32768	-32768	1502799384	176	-1945	26159	-32787
15.08.2017	12:17:07	808	119	53	-32768	-32768	-32768	-32768	1502799390	120	-1867	26339	-32502
15.08.2017	12:17:10	224	118	52	-32768	-32768	-32768	-32768	1502799392	224	-1437	26177	-32494
15.08.2017	12:17:14	333	118	52	-32768	-32768	-32768	-32768	1502799397	0	-2002	26696	-32845
15.08.2017	12:17:16	765	119	51	-32768	-32768	-32768	-32768	1502799399	111	-1712	26682	-32686
15.08.2017	12:17:24	213	119	51	-32768	-32768	-32768	-32768	1502799406	224	-1793	27022	-32450
15.08.2017	12:17:41	659	119	48	-32768	-32768	-32768	-32768	1502799424	85	-1091	27418	-32146
15.08.2017	12:17:45	752	119	48	-32768	-32768	-32768	-32768	1502799428	105	-1331	27561	-32489
15.08.2017	12:17:51	473	119	47	-32768	-32768	-32768	-32768	1502799434	31	-1393	28145	-32270
15.08.2017	12:18:02	833	119	45	-32768	-32768	-32768	-32768	1502799444	246	-1294	28262	-31807
15.08.2017	13:52:41	55	-32768	-32768	-32768	-32768	-32768	-32768	1502805123	6	-4490	24078	-34163
15.08.2017	13:53:14	200	-32768	-32768	-32768	-32768	-32768	-32768	1502805155	165	-6549	24522	-33682
15.08.2017	13:53:18	308	-32768	-32768	-32768	-32768	-32768	-32768	1502805160	70	-6914	24594	-33606
15.08.2017	13:53:32	466	-32768	-32768	-32768	-32768	-32768	-32768	1502805174	109	-7720	24897	-33355
15.08.2017	13:53:34	902	-32768	-32768	-32768	-32768	-32768	-32768	1502805176	224	-7861	24965	-33357
15.08.2017	13:53:39	47	-32768	-32768	-32768	-32768	-32768	-32768	1502805181	0	-8053	25175	-33466
15.08.2017	13:53:39	790	-32768	-32768	-32768	-32768	-32768	-32768	1502805181	191	-8053	25175	-33466
15.08.2017	13:54:07	329	-32768	-32768	-32768	-32768	-32768	-32768	1502805209	75	-9376	25674	-32603
15.08.2017	13:54:14	791	-32768	-32768	-32768	-32768	-32768	-32768	1502805216	192	-9446	26031	-32705
15.08.2017	13:54:15	532	-32768	-32768	-32768	-32768	-32768	-32768	1502805217	126	-9460	26127	-32616
15.08.2017	13:54:17	961	-32768	-32768	-32768	-32768	-32768	-32768	1502805219	239	-9511	26185	-32627
16.08.2017	12:59:16	707	91	57	-32768	-32768	-32768	-32768	1502888308	203	-1382	26247	-33439
16.08.2017	12:59:17	447	92	58	-32768	-32768	-32768	-32768	1502888309	134	-930	26061	-33081
16.08.2017	12:59:19	879	91	57	-32768	-32768	-32768	-32768	1502888311	246	-918	26206	-33258
16.08.2017	12:59:39	16	90	54	-32768	-32768	-32768	-32768	1502888331	22	-1283	26400	-33416
16.08.2017	12:59:41	418	90	53	-32768	-32768	-32768	-32768	1502888333	124	-1443	26592	-33310
16.08.2017	12:59:42	157	90	53	-32768	-32768	-32768	-32768	1502888334	58	-1443	26592	-33310
16.08.2017	12:59:42	897	91	53	-32768	-32768	-32768	-32768	1502888334	251	-1379	26580	-33762
16.08.2017	12:59:46	958	91	52	-32768	-32768	-32768	-32768	1502888339	8	-1466	26438	-33707
16.08.2017	12:59:47	697	90	53	-32768	-32768	-32768	-32768	1502888339	198	-1312	26446	-33388
16.08.2017	12:59:56	773	92	51	-32768	-32768	-32768	-32768	1502888348	216	-1328	26601	-33573
16.08.2017	13:00:00	866	90	51	-32768	-32768	-32768	-32768	1502888352	242	-1341	26565	-33616
16.08.2017	13:00:01	607	90	50	-32768	-32768	-32768	-32768	1502888353	169	-1132	26543	-33406
16.08.2017	13:00:24	17	90	49	-32768	-32768	-32768	-32768	1502888376	25	-1258	26542	-33491
16.08.2017	13:00:33	93	89	46	-32768	-32768	-32768	-32768	1502888385	36	-1359	26553	-33469
16.08.2017	14:34:56	539	-32768	-32768	-32768	-32768	-32768	-32768	1502894047	254	-8929	25402	-31960
16.08.2017	14:35:19	75	-32768	-32768	-32768	-32768	-32768	-32768	1502894070	138	-7723	26525	-31379
16.08.2017	14:35:21	481	-32768	-32768	-32768	-32768	-32768	-32768	1502894072	239	-7588	26617	-31261
16.08.2017	14:35:23	933	-32768	-32768	-32768	-32768	-32768	-32768	1502894075	99	-7447	26685	-31175
16.08.2017	14:35:38	124	-32768	-32768	-32768	-32768	-32768	-32768	1502894089	146	-6506	27422	-30825
16.08.2017	14:35:42	234	-32768	-32768	-32768	-32768	-32768	-32768	1502894093	180	-6243	27543	-30700
16.08.2017	14:36:01	460	-32768	-32768	-32768	-32768	-32768	-32768	1502894112	234	-4942	28350	-30100
17.08.2017	10:27:35	482	135	102	-32768	-32768	-32768	-32768	1502965598	142	-5145	32821	-23948
17.08.2017	10:27:44	590	135	100	-32768	-32768	-32768	-32768	1502965607	169	-5369	32499	-24619
17.08.2017	10:27:53	666	141	98	-32768	-32768	-32768	-32768	1502965616	184	-5561	32072	-25272
17.08.2017	10:28:29	410	151	91	-32768	-32768	-32768	-32768	1502965652	122	-6303	30197	-27905
17.08.2017	10:28:35	675	149	91	-32768	-32768	-32768	-32768	1502965658	56	-6087	30398	-28791
17.08.2017	10:28:38	75	149	90	-32768	-32768	-32768	-32768	1502965661	32	-6365	29864	-28717
17.08.2017	10:28:52	181	147	87	-32768	-32768	-32768	-32768	1502965675	62	-6300	29241	-29726
17.08.2017	10:28:54	612	148	86	-32768	-32768	-32768	-32768	1502965677	169	-6616	28941	-29971
17.08.2017	10:28:55	384	147	87	-32768	-32768	-32768	-32768	1502965678	110	-6400	28993	-29953
17.08.2017	10:29:02	782	147	84	-32768	-32768	-32768	-32768	1502965685	215	-6140	28874	-30822
17.08.2017	10:29:06	844	147	82	-32768	-32768	-32768	-32768	1502965689	229	-6211	28424	-30756
17.08.2017	10:29:07	583	146	82	-32768	-32768	-32768	-32768	1502965690	165	-5933	28511	-30962
17.08.2017	10:29:11	676	145	82	-32768	-32768	-32768	-32768	1502965694	189	-5894	28225	-31168
17.08.2017	10:29:19	90	145	79	-32768	-32768	-32768	-32768	1502965702	36	-6190	27730	-31640
17.08.2017	10:29:21	492	145	78	-32768	-32768	-32768	-32768	1502965704	141	-5809	28011	-32080
17.08.2017	10:29:22	231	145	78	-32768	-32768	-32768	-32768	1502965705	70	-5558	27793	-31915
17.08.2017	10:29:22	971	144	79	-32768	-32768	-32768	-32768	1502965706	6	-5558	27793	-31915
17.08.2017	10:29:29	235	142	78	-32768	-32768	-32768	-32768	1502965711	200	-5688	27470	-32256
17.08.2017	10:29:44	987	140	74	-32768	-32768	-32768	-32768	1502965728	10	-4926	26992	-33357
17.08.2017	13:40:24	944	81	88	-32768	-32768	-32768	-32768	1502977166	155	-2062	28200	-31426
17.08.2017	13:40:25	723	81	88	-32768	-32768	-32768	-32768	1502977167	95	-2062	28200	-31426
17.08.2017	13:40:26	463	82	89	-32768	-32768	-32768	-32768	1502977168	33	-1884	28536	-31487
17.08.2017	13:40:30	591	82	89	-32768	-32768	-32768	-32768	1502977172	60	-2361	27910	-31161
18.08.2017	11:09:47	364	107	75	-32768	-32768	-32768	-32768	1503054582	84	-6718	16268	-38464
18.08.2017	11:10:36	477	112	68	-32768	-32768	-32768	-32768	1503054631	108	-6147	17579	-38440
18.08.2017	11:10:41	226	113	68	-32768	-32768	-32768	-32768	1503054636	44	-6216	18064	-38413
18.08.2017	11:10:51	691	114	66	-32768	-32768	-32768	-32768	1503054646	162	-5954	18202	-38145
18.08.2017	11:11:07	459	116	64	-32768	-32768	-32768	-32768	1503054662	102	-5872	18750	-38322
18.08.2017	12:46:26	595	-32768	-32768	-32768	-32768	-32768	-32768	1503060380	222	-3542	25655	-33472
18.08.2017	12:46:35	753	-32768	-32768	-32768	-32768	-32768	-32768	1503060390	4	-3818	25430	-33643
18.08.2017	12:46:41	574	-32768	-32768	-32768	-32768	-32768	-32768	1503060395	212	-3985	25357	-33918
18.08.2017	12:46:44	26	-32768	-32768	-32768	-32768	-32768	-32768	1503060398	73	-3997	25254	-33870
18.08.2017	12:46:47	830	-32768	-32768	-32768	-32768	-32768	-32768	1503060402	26	-4117	25147	-33995
21.08.2017	11:39:10	298	103	111	-32768	-32768	-32768	-32768	1503315547	219	-3680	26598	-32830
23.08.2017	11:25:49	517	106	71	-32768	-32768	-32768	-32768	1503487542	184	-1216	25876	-32989
23.08.2017	11:25:51	934	106	71	-32768	-32768	-32768	-32768	1503487545	36	-1264	25870	-32998
24.08.2017	8:54:56	70	149	61	-32768	-32768	-32768	-32768	1503564896	102	-4396	30138	-29684
24.08.2017	10:31:02	135	121	70	-32768	-32768	-32768	-32768	1503570661	202	-1	30326	-29481
24.08.2017	10:31:14	615	121	69	-32768	-32768	-32768	-32768	1503570674	67	461	30272	-29705
24.08.2017	10:31:23	692	120	68	-32768	-32768	-32768	-32768	1503570683	86	1003	30162	-29645
24.08.2017	10:31:29	432	119	68	-32768	-32768	-32768	-32768	1503570689	22	1239	30093	-30054
